"REGION","ZONA","NIS","PROVINCIA","PARTIDO","LOCALIDAD","CALLE","NUMERO","CPA_CALLE","CATEGORIA","DENOMINACION","TITULAR","CPA_SUCURSAL","DIVISION","CENTRO_DE_COSTO","CENTRO_DE_BENEFICIO","PUNTO_VENTA","TELEFONOS","HORARIOS" 
"BUENOS AIRES","ZONA 5","B0335","BUENOS AIRES","LINCOLN","EL TRIUNFO","AV GRAL SAN MARTIN","129","B6073AVB","AGENCIA","EL TRIUNFO","GALLI JAVIER ERNESTO","B6073ZAA","B214","71002214","9020271214","MANUAL 0083","(02355) NO POSEE","VIERNES 09.00 A 12.00 / MARTES 09.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0336","BUENOS AIRES","GENERAL VILLEGAS","EMILIO BUNGE","AV EMILIO VICENTE BUNGE","616","B6241AET","AGENCIA","E. V. BUNGE","VALLEJOS MARIO NESTOR","B6241ZAA","B215","71002215","9020257215","MANUAL 0084","(03388) 49-3071","LUN A VIE 08.30 A 12.30" 
"BUENOS AIRES","ZONA 5","B0337","BUENOS AIRES","GENERAL ARENALES","FERRE","BUENOS AIRES","187","B6027AEC","AGENCIA","FERRE","GONZALEZ ARIEL","B6027ZAA","B222","71002222","9020244222","MANUAL 2601","(02353) 498539","MAR Y JUE 09.00 A 12.00 / VIERNES 09.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0338","BUENOS AIRES","RIVADAVIA","FORTIN OLAVARRIA","SARMIENTO","1","B6403BIA","AGENCIA","FORTIN OLAVARRIA","MORENO MARIA SILVINA","B6403ZAA","B223","71002223","9023104223","MANUAL 0085","(02337) 49-1025","LUN A VIE 09.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0339","BUENOS AIRES","PEHUAJO","FRANCISCO MADERO","PTE H YRIGOYEN","1","B6472AKC","AGENCIA","FRANCISCO MADERO","BARTOLUCCI ARIEL A","B6472ZAA","B224","71002224","9020292224","MANUAL 0086","(02396) NO POSEE","MAR Y JUE 16.00 A 18.00" 
"BUENOS AIRES","ZONA 4","B0340","BUENOS AIRES","9 DE JULIO","FRENCH","GRAL SAN MARTIN","0","B6516ANA","AGENCIA","FRENCH","TEJEIRO, SANTIAGO RAFAEL","B6516ZAA","B225","71002225","9020289225","MANUAL 0087","(02317) NO POSEE","MAR Y JUE 08.00 A 10.00" 
"BUENOS AIRES","ZONA 5","B0341","BUENOS AIRES","GENERAL ARENALES","GENERAL ARENALES","AV DR VALENTIN CURUTCHET","145","B6005ANC","SUCURSAL","GRAL. ARENALES","OLMEDO HUGO CARLOS","B6005ZAA","B234","71002234","9020244234","MANUAL 0088","(02353) 460011","LUN A VIE 09.00 A 12.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 5","B0342","BUENOS AIRES","BRAGADO","GENERAL O BRIEN","25 DE MAYO","48","B6646AAB","AGENCIA","GENERAL O BRIEN","AGUSTIN BAUSA","B6646ZAA","B242","71002242","9020216242","MANUAL 0089","(02342) 498038","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0343","BUENOS AIRES","GENERAL PINTO","GENERAL PINTO","AV GRAL SAN MARTIN","339","B6050BAD","SUCURSAL","GRAL. PINTO","ISMAEL JULIO JUAN","B6050ZAA","B243","71002243","9020252243","MANUAL 0090","(02356) 420062","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 3","B0344","BUENOS AIRES","GENERAL RODRIGUEZ","GENERAL RODRIGUEZ","AV DEL LIB G SAN MARTIN","233","B1749DVC","SUCURSAL","GRAL. RODRIGUEZ","TRIPODI,  PAOLA ANDREA","B1748ZAA","B245","71002245","9020254245","MANUAL/AUTO 0091 - AUTO/AUTO 2482","(0237) 4840630","LUN A VIE 09.30 A 17.30" 
"BUENOS AIRES","ZONA 5","B0345","BUENOS AIRES","GENERAL VILLEGAS","GENERAL VILLEGAS","GRAL SAN MARTIN","453","B6230DCI","SUCURSAL","GRAL. VILLEGAS","BETANZO MARCELO ADRIAN","B6230ZAA","B247","71002247","9020257247","MANUAL/AUTO 0092 - AUTO/AUTO 2709","(03388) 42-3422","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 5","B0346","BUENOS AIRES","GENERAL PINTO","GERMANIA","BUENOS AIRES","677","B6053AYI","AGENCIA","GERMANIA","SOSA MARIO EDGAR","B6053ZAA","B248","71002248","9020252248","MANUAL 0094","(02356) 49-4282","LUN A VIE 10.00 A 12.00 / LUN A VIE 18.00 A 19.00" 
"BUENOS AIRES","ZONA 4","B0347","BUENOS AIRES","25 DE MAYO","GOBERNADOR UGARTE","GRAL M BELGRANO","209","B6621AWE","AGENCIA","GOB. UGARTE","CALLONE MARCOS DAMIAN","B6621ZAA","B250","71002250","9023130250","MANUAL 0093","(02346) 49-3044","LUN A VIE 10.00 A 12.00 / MAR Y JUE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0348","BUENOS AIRES","RIVADAVIA","GONZALEZ MORENO","DR PEDRO BARGERO","499","B6239AIE","AGENCIA","GONZALEZ MORENO","BAJERLE DANIELA ERICA","B6239ZAA","B251","71002251","9023104251","MANUAL 0095","(02302) 496420","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 5","B0349","BUENOS AIRES","PEHUAJO","SAN BERNARDO","PTE GRAL JULIO A ROCA","0","B6476AJA","AGENCIA","SAN BERNARDO","GUERRERO CLAUDIO","B6476ZAA","B419","71002419","9020292419","MANUAL 0096","","MAR Y JUE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 6","B0350","BUENOS AIRES","HIPOLITO YRIGOYEN","HENDERSON","ALMAFUERTE","601","B6465AHA","SUCURSAL","HENDERSON","BENAVIDEZ, NATALIA GISELE","B6465ZAA","B261","71002261","9020259261","MANUAL 0097","(02314) 452070","LUN A VIE 08.30 A 13.00 / LUN A VIE 15.30 A 19.00" 
"BUENOS AIRES","ZONA 4","B0351","BUENOS AIRES","SALTO","INES INDART","TORNATORE","128","B2747BRF","AGENCIA","INES INDART","RACIOPPO LORENA LUJAN","B2747ZAA","B272","71002272","9023110272","MANUAL 0098","(02474) 498010","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 3","B0352","BUENOS AIRES","LUJAN","JAUREGUI JOSE MARIA","DEL COLEGIO","248","B6706AMF","AGENCIA","J. M . JAUREGUI","AROSTEGUI, MARIA LUZ","B6706ZAA","B281","71002281","9020275281","MANUAL 0099","(02323) 497353","LUN A VIE 09.00 A 12.30" 
"BUENOS AIRES","ZONA 5","B0353","BUENOS AIRES","LEANDRO N ALEM","JUAN BAUTISTA ALBERDI","B RIVADAVIA","250","B6034AEF","AGENCIA","J. B. ALBERDI","SUAREZ JAVIER GUASTAVO","B6034ZAA","B284","71002284","9020270284","MANUAL 0100","(02354) 480067","LUN A VIE 08.00 A 13.00" 
"BUENOS AIRES","ZONA 5","B0354","BUENOS AIRES","PEHUAJO","JUAN JOSE PASO","GUIDO SPANO","323","B6474AOG","AGENCIA","J. J. PASO","GUZMAN WALTER OSCAR","B6474ZAB","B286","71002286","9020292286","MANUAL 0102","(02396) 49-8089","VIERNES 10.00 A 12.00 / LUN Y MIER 10.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0355","BUENOS AIRES","JUNIN","JUNIN","AV RIVADAVIA","5","B6000FIA","SUCURSAL","JUNIN","ADAGLIO MARTIN","B6000ZAA","B287","71002287","9020263287","AUTO/AUTO 2443 - MANUAL/AUTO 0103","(02364) 43-2227 FAX: 44-0472","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 5","B0359","BUENOS AIRES","LEANDRO N ALEM","LEANDRO N ALEM","TENIENTE MAXIMO LAYERA","573","B6032ASK","AGENCIA","LEANDRO N. ALEM","VERDINELLI LUCIANO ANDRES","B6032ZAA","B298","71002298","9020270298","MANUAL 0107","(02364) 491562","LUN A VIE 08.30 A 12.30" 
"BUENOS AIRES","ZONA 5","B0360","BUENOS AIRES","LINCOLN","LINCOLN","AV 25 DE MAYO","98","B6070AAN","SUCURSAL","LINCOLN","BAUSA ABEL HORACIO","B6070ZAA","B301","71002301","9020271301","MANUAL 0108","(02355) 422370","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 5","B0361","BUENOS AIRES","GENERAL VIAMONTE","LOS TOLDOS","AVELLANEDA","464","B6015AEJ","SUCURSAL","LOS TOLDOS","PEREYRA OSCAR ANTONIO","B6015ZAA","B306","71002306","9020256306","MANUAL 0109","(02358) 442218","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 3","B0362","BUENOS AIRES","LUJAN","LUJAN","BME MITRE","571","B6700ARK","SUCURSAL","LUJAN","PERALTA, MARCELO CARLOS","B6700ZAA","B307","71002307","9020275307","MANUAL/AUTO 0110 - AUTO/AUTO 2536","(02323) 420340","LUN A VIE 09.30 A 17.30" 
"BUENOS AIRES","ZONA 5","B0363","BUENOS AIRES","BRAGADO","MECHITA","AV QUINTANA","2015","B6648BAH","AGENCIA","MECHITA","TERUEL MIGUEL ANGEL","B6648ZAA","B322","71002322","9020216322","MANUAL 0111","(02342) 493073","LUN A VIE 08.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0365","BUENOS AIRES","CARLOS CASARES","MOCTEZUMA","AV SAN MARTIN","0","B6531AXA","AGENCIA","MOCTEZUMA","LOPEZ PABLO CESAR","B6531ZAA","B328","71002328","9020220328","MANUAL 0113","(02395) NO POSEE","MAR Y JUE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 6","B0366","BUENOS AIRES","PEHUAJO","MONES CAZON","DARDO ROCHA","395","B6469ACG","AGENCIA","MONES CAZON","GARCIA LEANDRO IGNACIO","B6469ZAA","B329","71002329","9020292329","MANUAL 0114","(02396) 49-6160","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 5","B0367","BUENOS AIRES","JUNIN","MORSE","AV DE LOS TILOS","53","B6049ARA","AGENCIA","MORSE","TROILO RUBEN CARLOS","B6049ZAA","B331","71002331","9020263331","MANUAL 0115","","LUNES 10.00 A 12.00 / MIERCOLES 10.00 A 12.00 / VIERNES 10.00 A 12.00" 
"BUENOS AIRES","ZONA 4","B0368","BUENOS AIRES","25 DE MAYO","NORBERTO DE LA RIESTRA","BENIGNO LUGONES","234","B6663AEF","AGENCIA","N. DE LA RIESTRA","DE ANTA, DEBORA","B6663ZAA","B343","71002343","9023130343","MANUAL 0116","(02343) 440114","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 4","B0369","BUENOS AIRES","9 DE JULIO","9 DE JULIO","AV BME MITRE","794","B6500AAU","SUCURSAL","9 DE JULIO","PAJIN , HORACIO DANIEL","B6500ZAA","B344","71002344","9020289344","AUTO/AUTO 2574 - MANUAL/AUTO 0117","(02317) 422418","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 3","B0370","BUENOS AIRES","LUJAN","OPEN DOOR","AV DR DOMINGO CABRED","589","B6708ANG","AGENCIA","OPEN DOOR","DOVICO MAURICIO","B6708ZAA","B353","71002353","9020275353","MANUAL 0119","(02323) 496136","LUN A VIE 09.00 A 12.30" 
"BUENOS AIRES","ZONA 4","B0371","BUENOS AIRES","CHACABUCO","O HIGGINS","GRAL NICOLAS LEVALLE","176","B6748AHD","AGENCIA","O HIGGINS","BENAGLIA SANTIAGO MAURICIO","B6748ZAA","B351","71002351","9020224351","MANUAL 0118","(02364) 492070","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0372","BUENOS AIRES","LINCOLN","PASTEUR","AV DR OSVALDO MONTES","635","B6077AIG","AGENCIA","PASTEUR","HERNANDEZ MONICA","B6077ZAA","B361","71002361","9020271361","MANUAL 0120","(02355) 49-2027","LUN A VIE 08.30 A 12.00" 
"BUENOS AIRES","ZONA 4","B0373","BUENOS AIRES","25 DE MAYO","PEDERNALES","DR MANUEL BELGRANO","401","B6665BCJ","AGENCIA","PEDERNALES","ALMADA SANTIAGO ALCIDES","B6665ZAA","B362","71002362","9023130362","MANUAL 0121","(02343) 498574","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0374","BUENOS AIRES","PEHUAJO","PEHUAJO","RIVAROLA","345","B6450FEI","SUCURSAL","PEHUAJO","MOISES SEBASTIAN","B6450ZAA","B364","71002364","9020292364","MANUAL/AUTO 0122 - AUTO/AUTO 2604","(02396) 472273","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 5","B0375","BUENOS AIRES","PELLEGRINI","PELLEGRINI","SAN MARTIN","197","B6346CKC","SUCURSAL","PELLEGRINI","GONZALEZ, MARIO JOSE","B6346ZAA","B365","71002365","9020293365","MANUAL 0123","(02392) 498115","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 5","B0376","BUENOS AIRES","GENERAL VILLEGAS","PIEDRITAS","SANTA FE","624","B6249ATN","AGENCIA","PIEDRITAS","GOMEZ GUSTAVO ARIEL","B6249ZAA","B368","71002368","9020257368","MANUAL 0124","(03388) 49-4376","LUN A VIE 08.30 A 12.30" 
"BUENOS AIRES","ZONA 6","B0377","BUENOS AIRES","BOLIVAR","PIROVANO","MARCOS TAMBORENEA","214","B6551BHF","AGENCIA","PIROVANO","MARTINEZ GUILLERMO HUMBERTO","B6551ZAA","B373","71002373","9020215373","MANUAL 0125","(02314) 492115","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 5","B0379","BUENOS AIRES","SALLIQUELO","QUENUMA","BENEITEZ SINFORIANO","3","B6335AFA","AGENCIA","QUENUMA","RODRIGUEZ AUN, IVAN","B6335ZAA","B381","71002381","9023109381","MANUAL 0126","(02392) NO POSEE","MAR Y JUE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 4","B0380","BUENOS AIRES","9 DE JULIO","QUIROGA","SAN LUIS","517","B6560AYG","AGENCIA","QUIROGA","TEJEIRO SANTIGO","B6560ZAA","B383","71002383","9020289383","MANUAL 0127","(02317) 49-1012","VIERNES 08.30 A 12.30 / LUN Y MIER 08.30 A 12.30" 
"BUENOS AIRES","ZONA 5","B0381","BUENOS AIRES","ROJAS","RAFAEL OBLIGADO","AV LUIS SAAVEDRA","146","B6001AJO","AGENCIA","RAFAEL OBLIGADO","MEZA MARCOS","B6001ZAA","B391","71002391","9023105391","MANUAL 0128","(02475) NO POSEE","MAR Y JUE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 4","B0382","BUENOS AIRES","CHACABUCO","RAWSON","RIVADAVIA","156","B6734BPD","AGENCIA","RAWSON","VIEGAS SEBATIAN ALBERTO","B6734ZAA","B395","71002395","9020224395","MANUAL 0129","(02352) 491584","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0383","BUENOS AIRES","LINCOLN","ROBERTS","ANDREA DUGGAN","1340","B6079AEH","AGENCIA","ROBERTS","DEL VALLE, LUIS RODOLFO","B6079ZAA","B398","71002398","9020271398","MANUAL 0130","(02355) 49-8011","LUN A VIE 08.30 A 12.00" 
"BUENOS AIRES","ZONA 4","B0384","BUENOS AIRES","ROJAS","ROJAS","AV 25 DE MAYO","597","B2705CHF","SUCURSAL","ROJAS","DE GIULIO GUILLERMO ANDRES","B2705ZAA","B399","71002399","9023105399","MANUAL 0131","(02475) 462123","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 5","B0385","BUENOS AIRES","SALLIQUELO","SALLIQUELO","AV HUGO STROEDER","5","B6339CMA","SUCURSAL","SALLIQUELO","IVAN RODRIGUEZ AUN","B6339ZAA","B415","71002415","9023109415","MANUAL 0132","(02394) 480059","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 4","B0386","BUENOS AIRES","SALTO","SALTO","SARMIENTO","86","B2741CNB","SUCURSAL","SALTO","SALAMUNICH MARCELO FABIO","B2741ZAA","B416","71002416","9023110416","MANUAL 0133","(02474) 423490","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 4","B0387","BUENOS AIRES","SAN ANDRES DE GILES","SAN ANDRES DE GILES","MAESTRO SOULE SAN MARTIN","501","B6720AGK","SUCURSAL","SAN ANDRES DE GILES","GAZTELU OSCAR ALBERTO","B6720ZAA","B417","71002417","9023111417","MANUAL 0134","(02325) 442311","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 5","B0388","BUENOS AIRES","GENERAL VILLEGAS","SANTA REGINA","LIBERTAD","0","B6107AJA","AGENCIA","SANTA REGINA","MITTINO DIEGO CAMILO","B6107ZAA","B431","71002431","9020257431","MANUAL 0135","(03382) 49-5023","LUN A VIE 08.30 A 12.30" 
"BUENOS AIRES","ZONA 4","B0389","BUENOS AIRES","SUIPACHA","SUIPACHA","SAN MARTIN","213","B6612BVE","SUCURSAL","SUIPACHA","BAUSA SERGIO DARIO","B6612ZAA","B451","71002451","9023120451","MANUAL 0136","(02324) 480076","LUN A VIE 08.00 A 13.00" 
"BUENOS AIRES","ZONA 5","B0390","BUENOS AIRES","CARLOS TEJEDOR","TIMOTE","LEOPOLDO LUGONES","268","B6457AJF","AGENCIA","TIMOTE","BARRERA ARTURO ADRIAN","B6457ZAA","B463","71002463","9020221463","MANUAL 0137","(02357) NO POSEE","MAR Y JUE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 3","B0391","BUENOS AIRES","LUJAN","TORRES","JOSE MARIA CRIADO ALONSO","757","B6703AXM","AGENCIA","TORRES","DESSI EDUARDO LUIS","B6703ZAA","B465","71002465","9020275465","MANUAL 0138","(02323) 493048","LUN A VIE 09.00 A 12.30" 
"BUENOS AIRES","ZONA 5","B0392","BUENOS AIRES","TRENQUE LAUQUEN","30 DE AGOSTO","ARISTOBULO DEL VALLE","48","B6405AGB","AGENCIA","30 DE AGOSTO","MEDINA ANDRES","B6405ZAA","B467","71002467","9023126467","MANUAL 2600","(02392) 31-6043","LUN A VIE 09.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0393","BUENOS AIRES","TRENQUE LAUQUEN","TRENQUE LAUQUEN","AV PTE GRAL JULIO A ROCA","542","B6400EJS","SUCURSAL","TRENQUE LAUQUEN","BERRETTA ALDO CESAR","B6400ZAA","B468","71002468","9023126468","MANUAL/AUTO 0139 - AUTO/AUTO 2581","(02392) 423090","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 5","B0394","BUENOS AIRES","CARLOS TEJEDOR","TRES ALGARROBOS","PTE H YRIGOYEN","455","B6231AOG","AGENCIA","TRES ALGARROBOS","BIDART EDUARDO JAVIER","B6231ZAA","B469","71002469","9020221469","MANUAL 0140","(03388) 49-2097","LUN A VIE 09.00 A 12.00" 
"BUENOS AIRES","ZONA 5","B0395","BUENOS AIRES","TRES LOMAS","TRES LOMAS","9 DE JULIO","649","B6409ABM","SUCURSAL","TRES LOMAS","CASTELLANI SILVINA ELIZABETH","B6409ZAA","B471","71002471","9023129471","MANUAL 0141","(02394) 420060","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 6","B0396","BUENOS AIRES","BOLIVAR","URDAMPILLETA","AV B RIVADAVIA","299","B6553BIC","AGENCIA","URDAMPILLETA","VICENTE JOSE LUIS","B6553ZAA","B481","71002481","9020215481","MANUAL 0142","(02314) 49-1025","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 5","B0397","BUENOS AIRES","LEANDRO N ALEM","VEDIA","AV RODOLFO DUNCKLER","102","B6030CLO","SUCURSAL","VEDIA","LABARONNIE CARLOS FABIAN","B6030ZAA","B491","71002491","9020270491","MANUAL 0143","(02354) 420061","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 4","B0398","BUENOS AIRES","25 DE MAYO","25 DE MAYO","CALLE 11","825","B6660DFS","SUCURSAL","25 DE MAYO","GRANDE GUILLERMO JAVIER","B6660ZAA","B492","71002492","9023130492","MANUAL 0144","(02345) 462731","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 4","B0399","BUENOS AIRES","CHIVILCOY","VILLA MOQUEHUA","YAPEYU","396","B6625AVD","AGENCIA","VILLA MOQUEHUA","DE LORENZO KARINA ISABEL","B6625ZAA","B500","71002500","9020226500","MANUAL 0145","(02346) 491039","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 4","B0400","BUENOS AIRES","PERGAMINO","PERGAMINO","MERCED","173","B2700KXC","SUCURSAL","PERGAMINO","ACUÑA WALTER LUJAN","B2700ZAA","B367","71002367","9020294367","MANUAL/AUTO 0180 - AUTO/AUTO 2598 - TERMINAL CARGA SAP 0009 - TERMINAL CARGA SAP 0181","(02477) 423705","LUN A VIE 09.00 A 19.00" 
"BUENOS AIRES","ZONA 4","B0402","BUENOS AIRES","PERGAMINO","ACEVEDO","AV CENTENARIO","589","B2717BMI","AGENCIA","ACEVEDO","ABOUD ALEJANDRO EMILIO","B2717ZAA","B101","71002101","9020294101","MANUAL 0182","(02477) 48-2091","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 3","B0404","BUENOS AIRES","BARADERO","ALSINA","AV GRAL SAN MARTIN","280","B2938ANQ","AGENCIA","ALSINA","QUIROZ ALEJANDRO JAVIER","B2938ZAA","B115","71002115","9020211115","MANUAL 0183","(03329) 494004","LUN A VIE 08.00 A 12.00" 
"BUENOS AIRES","ZONA 4","B0406","BUENOS AIRES","ARRECIFES","ARRECIFES","AV DR MANUEL BELGRANO","42","B2740BTN","SUCURSAL","ARRECIFES","MAIDANA, FEDERICO GERMAN","B2740ZAA","B120","71002120","9020205120","MANUAL 0184","(02478) 450505","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 3","B0408","BUENOS AIRES","BARADERO","BARADERO","PEDRO M ARAOZ","999","B2942DNS","SUCURSAL","BARADERO","CAIRO, OSCAR HUMBERTO","B2942ZAA","B137","71002137","9020211137","MANUAL 0185","(03329) 480400","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"BUENOS AIRES","ZONA 3","B0412","BUENOS AIRES","CAMPANA","CAMPANA","SAN MARTIN","274","B2804GBF","SUCURSAL","CAMPANA","KOVAL NADIA MARCELA","B2804ZAA","B163","71002163","9020217163","AUTO/AUTO 2587 - MANUAL/AUTO 0186","(03489) 428527/42-5036","LUN A VIE 09.30 A 17.30" 
"BUENOS AIRES","ZONA 3","B0414","BUENOS AIRES","EXALTACION DE LA CRUZ","CAPILLA DEL SEÑOR","PTE H YRIGOYEN","709","B2812BXO","SUCURSAL","CAPILLA DEL SEÑOR","NUÑEZ OSCAR CARLOS","B2812ZAA","B166","71002166","9020238166","MANUAL 0187","(02323) 49-2276","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 4","B0416","BUENOS AIRES","CAPITAN SARMIENTO","CAPITAN SARMIENTO","AV BME MITRE","272","B2752BVO","SUCURSAL","CAP. SARMIENTO","LACO EDUARDO LUIS ALBERTO","B2752ZAA","B167","71002167","9020219167","MANUAL 0188","(02478) 482363","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 4","B0418","BUENOS AIRES","COLON","COLON","CALLE 47","850","B2720CJJ","SUCURSAL","COLON","MARTINO GERARDO JORGE","B2720ZAA","B182","71002182","9020227182","MANUAL 0189","(02473) 421793","LUN A VIE 09.00 A 17.00" 
"BUENOS AIRES","ZONA 3","B0420","BUENOS AIRES","SAN NICOLAS","GENERAL CONESA","FORMOSA","88","B2907AKD","AGENCIA","CONESA","TALAMONA GUSTAVO RAUL","B2907ZAA","B184","71002184","9023117184","MANUAL 0190","(02245) NO POSEE","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 3","B0422","BUENOS AIRES","RAMALLO","EL PARAISO","ELOY VELAZ","0","B2916AEF","AGENCIA","EL PARAISO","MONGELOS JUAN MANUEL","B2916ZAA","B211","71002211","9023102211","MANUAL 0191","(03407) 491033","VIERNES 10.00 A 12.00" 
"BUENOS AIRES","ZONA 4","B0424","BUENOS AIRES","PERGAMINO","EL SOCORRO","JOSE LORENZO MORENO","630","B2715AVD","AGENCIA","EL SOCORRO","COLON MARIO DANIEL","B2715ZAA","B213","71002213","9020294213","MANUAL 0192","(02477) 495141","LUN A VIE 10.00 A 12.00" 
"BUENOS AIRES","ZONA 3","B0426","BUENOS AIRES","ESCOBAR","BELEN DE ESCOBAR","RIVADAVIA","302","B1625GMH","SUCURSAL","ESCOBAR","SBERNA SERGIO FABIAN","B1625ZAA","B217","71002217","9020236217","MANUAL/AUTO 0193 - AUTO/AUTO 2483","(03484) 429368","LUN A VIE 09.30 A 17.30" 
"BUENOS AIRES","ZONA 3","B0428","BUENOS AIRES","ESCOBAR","GARIN","CASTELAR","974","B1619HEB","SUCURSAL","GARIN","DALESSANDRO ARIEL DARIO","B1619ZAA","B231","71002231","9020236231","MANUAL/AUTO 0194 - AUTO/AUTO 2498","(03484) 471207","LUN A VIE 09.30 A 17.30" 
"BUENOS AIRES","ZONA 3","B0430","BUENOS AIRES","SAN NICOLAS","GENERAL ROJO","RAMALLO","1","B2905AJA","AGENCIA","GENERAL ROJO","CABRERA, PEDRO","B2905ZAA","B246","71002246","9023117246","MANUAL 0195","(03364) 59-0194","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 3","B0432","BUENOS AIRES","SAN PEDRO","GOBERNADOR CASTRO","GRAL M BELGRANO","500","B2946ACF","AGENCIA","GOB. CASTRO","ARREGUI RAMON RAFAEL","B2946ZAA","B249","71002249","9023118249","MANUAL 0196","(03329) 49-3383","LUN A VIE 09.00 A 13.00" 
"BUENOS AIRES","ZONA 3","B0434","BUENOS AIRES","ESCOBAR","INGENIERO MASCHWITZ","LA PLATA","1125","B1623ANQ","SUCURSAL","ING. MASCHWITZ","FATECHE, JORGE OSVALDO","B1623ZAA","B273","71002273","9020236273","MANUAL/AUTO 0197 - AUTO/AUTO 2769","(03484) 441135","LUN A VIE 10.00 A 17.00" 
"BUENOS AIRES","ZONA 3","B0436","BUENOS AIRES","SAN NICOLAS","SAN NICOLAS DE LOS ARROYOS","JOSE CORDOBA","335","B2901ADA","AGENCIA","LA EMILIA","GALEANO ALBERTO","B2901ZAA","B293","71002293","9023117293","MANUAL 0198","(03364) 48-1646","LUN A VIE 11.00 A 15.00" 
"BUENOS AIRES","ZONA 3","B0438","BUENOS AIRES","ZARATE","LIMA","AV 11","171","B2806ADC","AGENCIA","LIMA","GONZALEZ JORGE LUIS","B2806ZAA","B300","71002300","9023134300","MANUAL 0199","(03487) 480160","LUN A VIE 09.00 A 16.00" 
"BUENOS AIRES","ZONA 3","B0440","BUENOS AIRES","ESCOBAR","MATHEU","MORENO","226","B1627BPF","AGENCIA","MATHEU","CONOCHIARI CRISTIAN RUBEN","B1627ZAA","B319","71002319","9020236319","MANUAL 0200","(03484) 462000","LUN A VIE 09.00 A 16.00" 
"BUENOS AIRES","ZONA 3","B0442","BUENOS AIRES","ESCOBAR","MAQUINISTA F SAVIO","AV CONSTITUCION","122","B1620BDO","AGENCIA","MAQ.F. SAVIO","DALESSANDRO SERGIO OMAR","B1620ZAA","B314","71002314","9020236314","MANUAL 0201","(03484) 468031","LUN A VIE 09.00 A 13.00" 
